epoch,global_step,layer,metric_type,value
1.0,3274,base_model.model.roberta.encoder.layer.7.output.dense.weight,delta,1.0064303378260309
1.0,3274,base_model.model.roberta.encoder.layer.7.output.dense.weight,effective,30.774544750544152
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.query.weight,base,19.554995123435056
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.query.weight,delta,1.0154218530119308
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.query.weight,effective,19.553857803250565
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.key.weight,base,72.46252770643032
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.key.weight,delta,1.7102174510245192
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.key.weight,effective,72.45797450161582
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.value.weight,base,68.24090761427492
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.value.weight,delta,1.1110338142649756
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.self.value.weight,effective,68.24750566364305
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.output.dense.weight,base,25.215026114384766
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.output.dense.weight,delta,1.0802794582434596
1.0,3274,base_model.model.roberta.encoder.layer.8.attention.output.dense.weight,effective,25.212877447452456
1.0,3274,base_model.model.roberta.encoder.layer.8.intermediate.dense.weight,base,22.94873607984339
1.0,3274,base_model.model.roberta.encoder.layer.8.intermediate.dense.weight,delta,1.0041770101173784
1.0,3274,base_model.model.roberta.encoder.layer.8.intermediate.dense.weight,effective,22.965486507602265
1.0,3274,base_model.model.roberta.encoder.layer.8.output.dense.weight,base,33.20090685709213
1.0,3274,base_model.model.roberta.encoder.layer.8.output.dense.weight,delta,1.0055489258948989
1.0,3274,base_model.model.roberta.encoder.layer.8.output.dense.weight,effective,33.20663076048404
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.query.weight,base,14.074112128999012
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.query.weight,delta,1.0158659847633542
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.query.weight,effective,14.073751918457667
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.key.weight,base,82.21456241058715
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.key.weight,delta,1.4745926716658784
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.key.weight,effective,82.26739573912008
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.value.weight,base,94.15371923486272
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.value.weight,delta,1.0140516584538988
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.self.value.weight,effective,94.16065284256935
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.output.dense.weight,base,27.16329966608273
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.output.dense.weight,delta,1.1813208584376333
1.0,3274,base_model.model.roberta.encoder.layer.9.attention.output.dense.weight,effective,27.163935628725397
1.0,3274,base_model.model.roberta.encoder.layer.9.intermediate.dense.weight,base,22.8722040849843
1.0,3274,base_model.model.roberta.encoder.layer.9.intermediate.dense.weight,delta,1.0043977370865818
1.0,3274,base_model.model.roberta.encoder.layer.9.intermediate.dense.weight,effective,22.864262571704877
1.0,3274,base_model.model.roberta.encoder.layer.9.output.dense.weight,base,31.291706379686776
1.0,3274,base_model.model.roberta.encoder.layer.9.output.dense.weight,delta,1.0127215059051993
1.0,3274,base_model.model.roberta.encoder.layer.9.output.dense.weight,effective,31.293460555080472
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.query.weight,base,43.93787210542925
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.query.weight,delta,1.0206177138371337
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.query.weight,effective,43.92828166503044
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.key.weight,base,84.34775663528752
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.key.weight,delta,1.0963539906044513
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.key.weight,effective,84.27399761080642
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.value.weight,base,95.82444154352557
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.value.weight,delta,1.0184836050127481
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.self.value.weight,effective,95.8756966055357
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.output.dense.weight,base,25.41130698429029
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.output.dense.weight,delta,1.828703006841703
1.0,3274,base_model.model.roberta.encoder.layer.10.attention.output.dense.weight,effective,25.40758320827707
1.0,3274,base_model.model.roberta.encoder.layer.10.intermediate.dense.weight,base,23.61416247632014
1.0,3274,base_model.model.roberta.encoder.layer.10.intermediate.dense.weight,delta,1.002629484491283
1.0,3274,base_model.model.roberta.encoder.layer.10.intermediate.dense.weight,effective,23.589872340305078
1.0,3274,base_model.model.roberta.encoder.layer.10.output.dense.weight,base,28.482765434223122
1.0,3274,base_model.model.roberta.encoder.layer.10.output.dense.weight,delta,1.1216547189387742
1.0,3274,base_model.model.roberta.encoder.layer.10.output.dense.weight,effective,28.48475284201937
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.query.weight,base,42.711296516148266
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.query.weight,delta,1.0244215203105187
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.query.weight,effective,42.707448711692834
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.key.weight,base,89.36574388593367
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.key.weight,delta,2.169669516914478
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.key.weight,effective,89.31139038309605
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.value.weight,base,91.12228329898201
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.value.weight,delta,1.0871112332595771
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.self.value.weight,effective,91.11850244362236
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.output.dense.weight,base,23.711106828708598
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.output.dense.weight,delta,1.4337466811474968
1.0,3274,base_model.model.roberta.encoder.layer.11.attention.output.dense.weight,effective,23.70077533610757
1.0,3274,base_model.model.roberta.encoder.layer.11.intermediate.dense.weight,base,23.921582739751972
1.0,3274,base_model.model.roberta.encoder.layer.11.intermediate.dense.weight,delta,1.0248046847850336
1.0,3274,base_model.model.roberta.encoder.layer.11.intermediate.dense.weight,effective,23.92501183666998
1.0,3274,base_model.model.roberta.encoder.layer.11.output.dense.weight,base,32.25425665985377
1.0,3274,base_model.model.roberta.encoder.layer.11.output.dense.weight,delta,1.0154485294025668
1.0,3274,base_model.model.roberta.encoder.layer.11.output.dense.weight,effective,32.25994892150257
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.query.weight,base,19.80133963517949
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.query.weight,delta,1.011483073628617
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.query.weight,effective,19.803893128374316
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.key.weight,base,59.51423417589006
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.key.weight,delta,1.1537614703182026
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.key.weight,effective,59.47956116699501
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.value.weight,base,104.55182735098823
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.value.weight,delta,1.0414850753175295
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.self.value.weight,effective,104.55140020936703
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.output.dense.weight,base,31.68961963951198
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.output.dense.weight,delta,1.5525098043702323
1.0,3274,base_model.model.roberta.encoder.layer.12.attention.output.dense.weight,effective,31.688717757654015
1.0,3274,base_model.model.roberta.encoder.layer.12.intermediate.dense.weight,base,23.306472149343517
1.0,3274,base_model.model.roberta.encoder.layer.12.intermediate.dense.weight,delta,1.0034479942995338
1.0,3274,base_model.model.roberta.encoder.layer.12.intermediate.dense.weight,effective,23.28970989496031
1.0,3274,base_model.model.roberta.encoder.layer.12.output.dense.weight,base,33.73366981573814
1.0,3274,base_model.model.roberta.encoder.layer.12.output.dense.weight,delta,1.0108141721809165
1.0,3274,base_model.model.roberta.encoder.layer.12.output.dense.weight,effective,33.73364245433553
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.query.weight,base,19.42719294240054
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.query.weight,delta,1.0061355193698562
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.query.weight,effective,19.42532694841478
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.key.weight,base,89.34542298597442
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.key.weight,delta,1.1784111657123344
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.key.weight,effective,89.33943563713986
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.value.weight,base,103.98533663905238
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.value.weight,delta,1.082866085900453
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.self.value.weight,effective,103.95896903887001
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.output.dense.weight,base,31.930869183442315
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.output.dense.weight,delta,1.0409975632423865
1.0,3274,base_model.model.roberta.encoder.layer.13.attention.output.dense.weight,effective,31.930627431601643
1.0,3274,base_model.model.roberta.encoder.layer.13.intermediate.dense.weight,base,21.4924861033959
1.0,3274,base_model.model.roberta.encoder.layer.13.intermediate.dense.weight,delta,1.002780775769103
1.0,3274,base_model.model.roberta.encoder.layer.13.intermediate.dense.weight,effective,21.46430237937002
1.0,3274,base_model.model.roberta.encoder.layer.13.output.dense.weight,base,38.45666001020537
1.0,3274,base_model.model.roberta.encoder.layer.13.output.dense.weight,delta,1.0043908208636154
1.0,3274,base_model.model.roberta.encoder.layer.13.output.dense.weight,effective,38.45846050508706
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.query.weight,base,14.950092836443968
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.query.weight,delta,1.023362146073369
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.query.weight,effective,14.942028617879712
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.key.weight,base,69.63970689456136
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.key.weight,delta,1.5624767358803127
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.key.weight,effective,69.63078032198477
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.value.weight,base,105.91215913275136
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.value.weight,delta,1.0370512535650325
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.self.value.weight,effective,105.91803562009599
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.output.dense.weight,base,34.19242653847588
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.output.dense.weight,delta,1.3310484621322558
1.0,3274,base_model.model.roberta.encoder.layer.14.attention.output.dense.weight,effective,34.192961389546554
1.0,3274,base_model.model.roberta.encoder.layer.14.intermediate.dense.weight,base,20.798387110600416
1.0,3274,base_model.model.roberta.encoder.layer.14.intermediate.dense.weight,delta,1.0117147354430671
1.0,3274,base_model.model.roberta.encoder.layer.14.intermediate.dense.weight,effective,20.810270527074845
1.0,3274,base_model.model.roberta.encoder.layer.14.output.dense.weight,base,20.652845573172012
1.0,3274,base_model.model.roberta.encoder.layer.14.output.dense.weight,delta,1.0035441682541992
1.0,3274,base_model.model.roberta.encoder.layer.14.output.dense.weight,effective,20.651896564172898
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.query.weight,base,31.91981094559281
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.query.weight,delta,1.0106992548654492
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.query.weight,effective,31.92046235961032
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.key.weight,base,79.51391215956669
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.key.weight,delta,1.3577589384757276
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.key.weight,effective,79.53626163317519
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.value.weight,base,104.47581356199453
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.value.weight,delta,1.0846104200203481
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.self.value.weight,effective,104.47897702888069
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.output.dense.weight,base,15.276684828215696
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.output.dense.weight,delta,1.2823592774847172
1.0,3274,base_model.model.roberta.encoder.layer.15.attention.output.dense.weight,effective,15.277791191138707
1.0,3274,base_model.model.roberta.encoder.layer.15.intermediate.dense.weight,base,25.351985666495665
1.0,3274,base_model.model.roberta.encoder.layer.15.intermediate.dense.weight,delta,1.0150334492942577
1.0,3274,base_model.model.roberta.encoder.layer.15.intermediate.dense.weight,effective,25.350231641749776
1.0,3274,base_model.model.roberta.encoder.layer.15.output.dense.weight,base,18.276873411306507
1.0,3274,base_model.model.roberta.encoder.layer.15.output.dense.weight,delta,1.0111170729193704
1.0,3274,base_model.model.roberta.encoder.layer.15.output.dense.weight,effective,18.277544381399693
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.query.weight,base,78.90741647514638
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.query.weight,delta,1.0080600122794976
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.query.weight,effective,78.93075173633565
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.key.weight,base,87.61963184012855
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.key.weight,delta,1.5891456319176651
1.0,3274,base_model.model.roberta.encoder.layer.16.attention.self.key.weight,effective,87.64224050531108
